img,cond,round,env,rng0,bear0,px0,vis0,col0,shape0,rng1,bear1,px1,vis1,col1,shape1,rng2,bear2,px2,vis2,col2,shape2,rng3,bear3,px3,vis3,col3,shape3
img/r02_swap_019.png,swap,2,19,3.2639,-3.29,119.67,1,blue,sphere,3.5381,-30.005,189.08,1,blue,cube,6.2392,21.033,60.68,1,red,sphere,5.4491,7.842,93.62,1,red,cube
img/r02_swap_020.png,swap,2,20,1.773,-0.532,113.24,1,blue,sphere,3.2513,28.386,39.87,1,blue,cube,3.481,-18.18,155.83,1,red,sphere,2.2748,24.021,52.51,1,red,cube
img/r02_swap_021.png,swap,2,21,2.3241,-5.65,125.21,1,blue,sphere,6.186,21.418,59.64,1,blue,cube,3.2871,24.646,50.76,1,red,sphere,4.6899,-14.345,146.13,1,red,cube
img/r02_swap_022.png,swap,2,22,3.2261,16.983,71.24,1,blue,sphere,1.5951,-1.357,115.16,1,blue,cube,2.4349,16.548,72.34,1,red,sphere,5.4998,-11.83,139.96,1,red,cube
img/r02_swap_023.png,swap,2,23,1.3823,-16.154,150.66,1,blue,sphere,6.4493,0.539,110.74,1,blue,cube,5.2792,30.144,34.49,1,red,sphere,3.9386,-18.91,157.72,1,red,cube
img/r02_swap_024.png,swap,2,24,4.6881,-23.127,169.01,1,blue,sphere,2.0304,-5.645,125.19,1,blue,cube,4.7537,12.613,82.13,1,red,sphere,5.3617,0.774,110.2,1,red,cube
img/r02_swap_025.png,swap,2,25,3.7924,25.77,47.56,1,blue,sphere,6.1496,-4.262,121.95,1,blue,cube,4.3962,24.688,50.64,1,red,sphere,3.6566,8.3,92.53,1,red,cube
img/r02_swap_026.png,swap,2,26,5.7657,4.585,101.3,1,blue,sphere,3.3572,28.448,39.68,1,blue,cube,4.7054,-21.172,163.7,1,red,sphere,3.9792,-17.565,154.25,1,red,cube
img/r02_swap_027.png,swap,2,27,3.1045,25.05,49.62,1,blue,sphere,4.8322,2.257,106.74,1,blue,cube,2.504,-19.725,159.86,1,red,sphere,2.939,-29.678,188.07,1,red,cube
img/r02_swap_028.png,swap,2,28,5.6489,9.599,89.43,1,blue,sphere,4.8206,-25.074,174.45,1,blue,cube,3.4525,-34.866,205.0,1,red,sphere,4.134,16.044,73.62,1,red,cube
img/r02_swap_029.png,swap,2,29,5.0977,-32.77,197.92,1,blue,sphere,3.972,-28.935,185.79,1,blue,cube,4.2472,12.357,82.76,1,red,sphere,2.5439,-22.177,166.41,1,red,cube
img/r02_swap_030.png,swap,2,30,4.7835,15.004,76.23,1,blue,sphere,1.886,5.293,99.63,1,blue,cube,3.0528,26.288,46.07,1,red,sphere,3.847,-3.087,119.2,1,red,cube
img/r02_swap_031.png,swap,2,31,6.057,-9.747,134.93,1,blue,sphere,2.7562,34.244,21.14,1,blue,cube,4.3309,1.561,108.36,1,red,sphere,5.5223,-14.718,147.06,1,red,cube
img/r02_swap_032.png,swap,2,32,1.6971,-10.309,136.28,1,blue,sphere,5.9497,21.578,59.21,1,blue,cube,3.5853,31.873,29.01,1,red,sphere,3.6504,-26.315,178.01,1,red,cube
img/r02_swap_033.png,swap,2,33,3.7151,-10.404,136.51,1,blue,sphere,4.9283,-2.066,116.81,1,blue,cube,1.5737,15.797,74.24,1,red,sphere,1.7349,34.812,19.19,1,red,cube
img/r02_swap_034.png,swap,2,34,5.3763,-23.331,169.57,1,blue,sphere,1.9608,-28.04,183.09,1,blue,cube,5.898,-13.338,143.65,1,red,sphere,3.6644,-5.642,125.19,1,red,cube
img/r02_swap_035.png,swap,2,35,4.7479,-29.176,186.52,1,blue,sphere,3.6695,-6.704,127.69,1,blue,cube,4.2478,23.97,52.66,1,red,sphere,1.8862,-7.487,129.54,1,red,cube
img/r02_swap_036.png,swap,2,36,4.4093,2.018,107.3,1,blue,sphere,4.6877,21.175,60.3,1,blue,cube,4.3539,27.267,43.2,1,red,sphere,1.5586,33.108,24.96,1,red,cube
img/r02_swap_037.png,swap,2,37,6.3944,6.25,97.38,1,blue,sphere,6.4012,-23.959,171.31,1,blue,cube,2.4425,-9.32,133.9,1,red,sphere,3.361,1.743,107.94,1,red,cube
img/r02_swap_038.png,swap,2,38,6.2889,-9.29,133.83,1,blue,sphere,3.1485,13.088,80.97,1,blue,cube,6.0124,-31.095,192.5,1,red,sphere,2.402,-33.638,200.81,1,red,cube
img/r02_swap_039.png,swap,2,39,5.5846,18.325,67.79,1,blue,sphere,4.3558,-2.505,117.84,1,blue,cube,5.8896,-12.357,141.24,1,red,sphere,1.8391,-2.368,117.52,1,red,cube
img/r02_swap_040.png,swap,2,40,2.4149,25.915,47.14,1,blue,sphere,3.5708,9.031,90.79,1,blue,cube,1.4378,-33.243,199.49,1,red,sphere,5.8051,-5.655,125.22,1,red,cube
img/r02_swap_041.png,swap,2,41,5.7506,-11.832,139.96,1,blue,sphere,3.3489,21.093,60.52,1,blue,cube,3.5575,13.158,80.8,1,red,sphere,4.7834,-20.554,162.05,1,red,cube
img/r02_swap_042.png,swap,2,42,3.4561,-33.509,200.38,1,blue,sphere,2.521,14.625,77.17,1,blue,cube,3.0277,11.197,85.58,1,red,sphere,1.5903,22.243,57.41,1,red,cube
img/r02_swap_043.png,swap,2,43,1.9952,11.2,85.57,1,blue,sphere,1.3179,-31.281,193.1,1,blue,cube,1.6155,-8.471,131.88,1,red,sphere,4.9431,23.474,54.04,1,red,cube
img/r02_swap_044.png,swap,2,44,5.1678,19.635,64.38,1,blue,sphere,5.671,-6.033,126.11,1,blue,cube,3.4332,6.541,96.7,1,red,sphere,1.9923,-20.741,162.55,1,red,cube
img/r02_swap_045.png,swap,2,45,3.7149,28.732,38.83,1,blue,sphere,4.2907,13.617,79.67,1,blue,cube,4.3436,2.288,106.67,1,red,sphere,3.9449,-3.958,121.24,1,red,cube
img/r02_swap_046.png,swap,2,46,2.6198,33.556,23.47,1,blue,sphere,4.3241,0.608,110.58,1,blue,cube,4.425,20.721,61.51,1,red,sphere,3.8109,23.356,54.36,1,red,cube
img/r02_swap_047.png,swap,2,47,2.6343,-26.949,179.86,1,blue,sphere,3.1573,-8.938,132.99,1,blue,cube,5.1204,18.599,67.08,1,red,sphere,6.2024,3.335,104.22,1,red,cube
img/r02_swap_048.png,swap,2,48,5.8329,-24.35,172.41,1,blue,sphere,6.105,24.143,52.17,1,blue,cube,4.9573,-3.32,119.74,1,red,sphere,3.8014,-0.557,113.3,1,red,cube
img/r02_swap_049.png,swap,2,49,4.993,12.304,82.89,1,blue,sphere,3.7215,-18.438,156.5,1,blue,cube,6.0184,26.305,46.02,1,red,sphere,2.6724,-6.479,127.16,1,red,cube
img/r02_swap_050.png,swap,2,50,2.8094,2.538,106.08,1,blue,sphere,2.6882,-10.111,135.8,1,blue,cube,4.0218,-2.911,118.79,1,red,sphere,5.7655,16.269,73.05,1,red,cube
img/r02_swap_051.png,swap,2,51,5.9124,11.643,84.5,1,blue,sphere,6.4811,1.262,109.06,1,blue,cube,4.8746,31.526,30.12,1,red,sphere,5.6939,31.163,31.28,1,red,cube
img/r02_swap_052.png,swap,2,52,3.3801,8.397,92.3,1,blue,sphere,1.9507,-12.842,142.43,1,blue,cube,6.2799,34.389,20.64,1,red,sphere,2.964,-8.879,132.85,1,red,cube
img/r02_swap_053.png,swap,2,53,4.6038,12.924,81.37,1,blue,sphere,1.5437,6.797,96.09,1,blue,cube,4.3716,-34.73,204.53,1,red,sphere,2.3503,-32.699,197.69,1,red,cube
img/r02_swap_054.png,swap,2,54,2.5357,-21.994,165.91,1,blue,sphere,3.3387,-32.663,197.57,1,blue,cube,4.6042,19.82,63.89,1,red,sphere,2.5099,4.255,102.07,1,red,cube
img/r02_swap_055.png,swap,2,55,3.5664,26.743,44.74,1,blue,sphere,4.0451,13.388,80.23,1,blue,cube,4.3705,-3.733,120.71,1,red,sphere,2.1024,-18.587,156.89,1,red,cube
img/r02_swap_056.png,swap,2,56,2.1921,-32.331,196.48,1,blue,sphere,1.72,-26.725,179.2,1,blue,cube,3.0167,14.714,76.95,1,red,sphere,5.7621,29.557,36.31,1,red,cube
img/r02_swap_057.png,swap,2,57,2.5403,-21.499,164.57,1,blue,sphere,1.5,-14.069,145.45,1,blue,cube,3.1759,-24.749,173.53,1,red,sphere,2.228,-2.794,118.51,1,red,cube
img/r02_swap_058.png,swap,2,58,6.0091,11.952,83.74,1,blue,sphere,6.3364,-32.907,198.37,1,blue,cube,6.3806,-0.9,114.1,1,red,sphere,3.5786,-22.221,166.53,1,red,cube
img/r02_swap_059.png,swap,2,59,4.453,30.978,31.87,1,blue,sphere,1.874,-28.476,184.4,1,blue,cube,2.4495,20.168,62.97,1,red,sphere,3.1652,3.573,103.66,1,red,cube
img/r02_swap_060.png,swap,2,60,3.9029,9.673,89.25,1,blue,sphere,4.2716,4.476,101.55,1,blue,cube,2.7803,12.918,81.39,1,red,sphere,4.0386,-9.015,133.18,1,red,cube
img/r02_swap_061.png,swap,2,61,2.4205,-5.774,125.5,1,blue,sphere,4.8672,-22.096,166.19,1,blue,cube,3.1729,20.303,62.62,1,red,sphere,1.4098,-33.539,200.48,1,red,cube
img/r02_swap_062.png,swap,2,62,6.3766,7.374,94.73,1,blue,sphere,4.9061,4.002,102.66,1,blue,cube,3.5517,3.42,104.02,1,red,sphere,5.9421,3.233,104.46,1,red,cube
img/r02_swap_063.png,swap,2,63,3.8088,-9.226,133.68,1,blue,sphere,2.0133,25.602,48.04,1,blue,cube,3.4849,-19.991,160.56,1,red,sphere,2.7226,14.416,77.69,1,red,cube
img/r02_allred_000.png,allred,2,0,4.9438,16.11,73.45,1,red,sphere,2.584,-27.114,180.34,1,red,cube,1.3738,23.759,53.24,1,red,sphere,3.5282,-27.783,182.32,1,red,cube
img/r02_allred_001.png,allred,2,1,2.804,-8.364,131.62,1,red,sphere,1.9587,-27.658,181.95,1,red,cube,3.0277,9.414,89.87,1,red,sphere,1.8095,-10.409,136.52,1,red,cube
img/r02_allred_002.png,allred,2,2,3.8845,27.825,41.55,1,red,sphere,2.612,-16.721,152.1,1,red,cube,3.1828,-6.514,127.24,1,red,sphere,4.5426,9.198,90.39,1,red,cube
img/r02_allred_003.png,allred,2,3,1.885,12.318,82.85,1,red,sphere,6.3514,13.299,80.45,1,red,cube,3.7193,15.279,75.54,1,red,sphere,2.3197,-12.118,140.66,1,red,cube
img/r02_allred_004.png,allred,2,4,5.8808,-11.291,138.65,1,red,sphere,3.4229,-23.666,170.5,1,red,cube,1.5644,1.683,108.08,1,red,sphere,3.9563,-13.627,144.36,1,red,cube
img/r02_allred_005.png,allred,2,5,1.875,25.782,47.53,1,red,sphere,5.8795,22.908,55.59,1,red,cube,3.9138,-14.342,146.13,1,red,sphere,2.7612,-25.135,174.63,1,red,cube
img/r02_allred_006.png,allred,2,6,6.2548,6.327,97.2,1,red,sphere,5.0725,28.699,38.93,1,red,cube,4.4045,23.191,54.82,1,red,sphere,3.9121,25.278,48.97,1,red,cube
img/r02_allred_007.png,allred,2,7,4.7632,28.852,38.46,1,red,sphere,5.0006,2.362,106.49,1,red,cube,6.2977,15.002,76.23,1,red,sphere,2.4055,-15.91,150.05,1,red,cube
img/r02_allred_008.png,allred,2,8,3.511,-3.891,121.08,1,red,sphere,1.8308,-23.059,168.82,1,red,cube,4.437,-11.966,140.29,1,red,sphere,3.2491,-26.055,177.26,1,red,cube
img/r02_allred_009.png,allred,2,9,3.7969,1.398,108.74,1,red,sphere,2.2482,-23.421,169.82,1,red,cube,5.6343,0.848,110.02,1,red,sphere,5.1146,-6.618,127.49,1,red,cube
img/r02_allred_010.png,allred,2,10,3.7677,20.067,63.24,1,red,sphere,1.762,-33.42,200.08,1,red,cube,2.0006,-12.576,141.78,1,red,sphere,5.7706,-25.635,176.05,1,red,cube
img/r02_allred_011.png,allred,2,11,2.7482,9.282,90.18,1,red,sphere,6.1161,-6.026,126.09,1,red,cube,3.258,-31.443,193.61,1,red,sphere,3.0305,-19.228,158.55,1,red,cube
img/r02_allred_012.png,allred,2,12,2.5833,-10.72,137.27,1,red,sphere,5.0051,-17.862,155.01,1,red,cube,4.9088,-29.925,188.83,1,red,sphere,5.8238,-9.011,133.17,1,red,cube
img/r02_allred_013.png,allred,2,13,5.3587,29.256,37.23,1,red,sphere,6.206,-12.867,142.49,1,red,cube,5.146,-2.821,118.58,1,red,sphere,2.3204,15.105,75.97,1,red,cube
img/r02_allred_014.png,allred,2,14,6.2884,-5.322,124.43,1,red,sphere,4.9551,-24.832,173.76,1,red,cube,1.5505,-8.651,132.31,1,red,sphere,2.5652,-2.432,117.67,1,red,cube
img/r02_allred_015.png,allred,2,15,6.464,32.91,25.62,1,red,sphere,5.5504,-24.2,171.99,1,red,cube,4.6414,-0.626,113.46,1,red,sphere,2.0324,17.318,70.38,1,red,cube
img/r02_allred_016.png,allred,2,16,2.6245,28.911,38.28,1,red,sphere,1.6011,-12.848,142.44,1,red,cube,1.5523,6.781,96.13,1,red,sphere,2.6722,-0.427,113.0,1,red,cube
img/r02_allred_017.png,allred,2,17,3.7801,21.08,60.55,1,red,sphere,2.2658,-5.593,125.07,1,red,cube,6.2593,22.592,56.46,1,red,sphere,3.2679,-15.918,150.07,1,red,cube
img/r02_allred_018.png,allred,2,18,1.7803,-7.482,129.53,1,red,sphere,3.3785,9.797,88.95,1,red,cube,5.9132,-23.001,168.66,1,red,sphere,4.7371,-14.212,145.81,1,red,cube
img/r02_allred_019.png,allred,2,19,3.2639,-3.29,119.67,1,red,sphere,3.5381,-30.005,189.08,1,red,cube,6.2392,21.033,60.68,1,red,sphere,5.4491,7.842,93.62,1,red,cube
img/r02_allred_020.png,allred,2,20,1.773,-0.532,113.24,1,red,sphere,3.2513,28.386,39.87,1,red,cube,3.481,-18.18,155.83,1,red,sphere,2.2748,24.021,52.51,1,red,cube
img/r02_allred_021.png,allred,2,21,2.3241,-5.65,125.21,1,red,sphere,6.186,21.418,59.64,1,red,cube,3.2871,24.646,50.76,1,red,sphere,4.6899,-14.345,146.13,1,red,cube
img/r02_allred_022.png,allred,2,22,3.2261,16.983,71.24,1,red,sphere,1.5951,-1.357,115.16,1,red,cube,2.4349,16.548,72.34,1,red,sphere,5.4998,-11.83,139.96,1,red,cube
img/r02_allred_023.png,allred,2,23,1.3823,-16.154,150.66,1,red,sphere,6.4493,0.539,110.74,1,red,cube,5.2792,30.144,34.49,1,red,sphere,3.9386,-18.91,157.72,1,red,cube
img/r02_allred_024.png,allred,2,24,4.6881,-23.127,169.01,1,red,sphere,2.0304,-5.645,125.19,1,red,cube,4.7537,12.613,82.13,1,red,sphere,5.3617,0.774,110.2,1,red,cube
img/r02_allred_025.png,allred,2,25,3.7924,25.77,47.56,1,red,sphere,6.1496,-4.262,121.95,1,red,cube,4.3962,24.688,50.64,1,red,sphere,3.6566,8.3,92.53,1,red,cube
img/r02_allred_026.png,allred,2,26,5.7657,4.585,101.3,1,red,sphere,3.3572,28.448,39.68,1,red,cube,4.7054,-21.172,163.7,1,red,sphere,3.9792,-17.565,154.25,1,red,cube
img/r02_allred_027.png,allred,2,27,3.1045,25.05,49.62,1,red,sphere,4.8322,2.257,106.74,1,red,cube,2.504,-19.725,159.86,1,red,sphere,2.939,-29.678,188.07,1,red,cube
img/r02_allred_028.png,allred,2,28,5.6489,9.599,89.43,1,red,sphere,4.8206,-25.074,174.45,1,red,cube,3.4525,-34.866,205.0,1,red,sphere,4.134,16.044,73.62,1,red,cube
img/r02_allred_029.png,allred,2,29,5.0977,-32.77,197.92,1,red,sphere,3.972,-28.935,185.79,1,red,cube,4.2472,12.357,82.76,1,red,sphere,2.5439,-22.177,166.41,1,red,cube
img/r02_allred_030.png,allred,2,30,4.7835,15.004,76.23,1,red,sphere,1.886,5.293,99.63,1,red,cube,3.0528,26.288,46.07,1,red,sphere,3.847,-3.087,119.2,1,red,cube
img/r02_allred_031.png,allred,2,31,6.057,-9.747,134.93,1,red,sphere,2.7562,34.244,21.14,1,red,cube,4.3309,1.561,108.36,1,red,sphere,5.5223,-14.718,147.06,1,red,cube
img/r02_allred_032.png,allred,2,32,1.6971,-10.309,136.28,1,red,sphere,5.9497,21.578,59.21,1,red,cube,3.5853,31.873,29.01,1,red,sphere,3.6504,-26.315,178.01,1,red,cube
img/r02_allred_033.png,allred,2,33,3.7151,-10.404,136.51,1,red,sphere,4.9283,-2.066,116.81,1,red,cube,1.5737,15.797,74.24,1,red,sphere,1.7349,34.812,19.19,1,red,cube
img/r02_allred_034.png,allred,2,34,5.3763,-23.331,169.57,1,red,sphere,1.9608,-28.04,183.09,1,red,cube,5.898,-13.338,143.65,1,red,sphere,3.6644,-5.642,125.19,1,red,cube
img/r02_allred_035.png,allred,2,35,4.7479,-29.176,186.52,1,red,sphere,3.6695,-6.704,127.69,1,red,cube,4.2478,23.97,52.66,1,red,sphere,1.8862,-7.487,129.54,1,red,cube
img/r02_allred_036.png,allred,2,36,4.4093,2.018,107.3,1,red,sphere,4.6877,21.175,60.3,1,red,cube,4.3539,27.267,43.2,1,red,sphere,1.5586,33.108,24.96,1,red,cube
img/r02_allred_037.png,allred,2,37,6.3944,6.25,97.38,1,red,sphere,6.4012,-23.959,171.31,1,red,cube,2.4425,-9.32,133.9,1,red,sphere,3.361,1.743,107.94,1,red,cube
img/r02_allred_038.png,allred,2,38,6.2889,-9.29,133.83,1,red,sphere,3.1485,13.088,80.97,1,red,cube,6.0124,-31.095,192.5,1,red,sphere,2.402,-33.638,200.81,1,red,cube
img/r02_allred_039.png,allred,2,39,5.5846,18.325,67.79,1,red,sphere,4.3558,-2.505,117.84,1,red,cube,5.8896,-12.357,141.24,1,red,sphere,1.8391,-2.368,117.52,1,red,cube
img/r02_allred_040.png,allred,2,40,2.4149,25.915,47.14,1,red,sphere,3.5708,9.031,90.79,1,red,cube,1.4378,-33.243,199.49,1,red,sphere,5.8051,-5.655,125.22,1,red,cube
img/r02_allred_041.png,allred,2,41,5.7506,-11.832,139.96,1,red,sphere,3.3489,21.093,60.52,1,red,cube,3.5575,13.158,80.8,1,red,sphere,4.7834,-20.554,162.05,1,red,cube
img/r02_allred_042.png,allred,2,42,3.4561,-33.509,200.38,1,red,sphere,2.521,14.625,77.17,1,red,cube,3.0277,11.197,85.58,1,red,sphere,1.5903,22.243,57.41,1,red,cube
img/r02_allred_043.png,allred,2,43,1.9952,11.2,85.57,1,red,sphere,1.3179,-31.281,193.1,1,red,cube,1.6155,-8.471,131.88,1,red,sphere,4.9431,23.474,54.04,1,red,cube
img/r02_allred_044.png,allred,2,44,5.1678,19.635,64.38,1,red,sphere,5.671,-6.033,126.11,1,red,cube,3.4332,6.541,96.7,1,red,sphere,1.9923,-20.741,162.55,1,red,cube
img/r02_allred_045.png,allred,2,45,3.7149,28.732,38.83,1,red,sphere,4.2907,13.617,79.67,1,red,cube,4.3436,2.288,106.67,1,red,sphere,3.9449,-3.958,121.24,1,red,cube
img/r02_allred_046.png,allred,2,46,2.6198,33.556,23.47,1,red,sphere,4.3241,0.608,110.58,1,red,cube,4.425,20.721,61.51,1,red,sphere,3.8109,23.356,54.36,1,red,cube
img/r02_allred_047.png,allred,2,47,2.6343,-26.949,179.86,1,red,sphere,3.1573,-8.938,132.99,1,red,cube,5.1204,18.599,67.08,1,red,sphere,6.2024,3.335,104.22,1,red,cube
img/r02_allred_048.png,allred,2,48,5.8329,-24.35,172.41,1,red,sphere,6.105,24.143,52.17,1,red,cube,4.9573,-3.32,119.74,1,red,sphere,3.8014,-0.557,113.3,1,red,cube
img/r02_allred_049.png,allred,2,49,4.993,12.304,82.89,1,red,sphere,3.7215,-18.438,156.5,1,red,cube,6.0184,26.305,46.02,1,red,sphere,2.6724,-6.479,127.16,1,red,cube
img/r02_allred_050.png,allred,2,50,2.8094,2.538,106.08,1,red,sphere,2.6882,-10.111,135.8,1,red,cube,4.0218,-2.911,118.79,1,red,sphere,5.7655,16.269,73.05,1,red,cube
img/r02_allred_051.png,allred,2,51,5.9124,11.643,84.5,1,red,sphere,6.4811,1.262,109.06,1,red,cube,4.8746,31.526,30.12,1,red,sphere,5.6939,31.163,31.28,1,red,cube
img/r02_allred_052.png,allred,2,52,3.3801,8.397,92.3,1,red,sphere,1.9507,-12.842,142.43,1,red,cube,6.2799,34.389,20.64,1,red,sphere,2.964,-8.879,132.85,1,red,cube
img/r02_allred_053.png,allred,2,53,4.6038,12.924,81.37,1,red,sphere,1.5437,6.797,96.09,1,red,cube,4.3716,-34.73,204.53,1,red,sphere,2.3503,-32.699,197.69,1,red,cube
img/r02_allred_054.png,allred,2,54,2.5357,-21.994,165.91,1,red,sphere,3.3387,-32.663,197.57,1,red,cube,4.6042,19.82,63.89,1,red,sphere,2.5099,4.255,102.07,1,red,cube
img/r02_allred_055.png,allred,2,55,3.5664,26.743,44.74,1,red,sphere,4.0451,13.388,80.23,1,red,cube,4.3705,-3.733,120.71,1,red,sphere,2.1024,-18.587,156.89,1,red,cube
img/r02_allred_056.png,allred,2,56,2.1921,-32.331,196.48,1,red,sphere,1.72,-26.725,179.2,1,red,cube,3.0167,14.714,76.95,1,red,sphere,5.7621,29.557,36.31,1,red,cube
img/r02_allred_057.png,allred,2,57,2.5403,-21.499,164.57,1,red,sphere,1.5,-14.069,145.45,1,red,cube,3.1759,-24.749,173.53,1,red,sphere,2.228,-2.794,118.51,1,red,cube
img/r02_allred_058.png,allred,2,58,6.0091,11.952,83.74,1,red,sphere,6.3364,-32.907,198.37,1,red,cube,6.3806,-0.9,114.1,1,red,sphere,3.5786,-22.221,166.53,1,red,cube
img/r02_allred_059.png,allred,2,59,4.453,30.978,31.87,1,red,sphere,1.874,-28.476,184.4,1,red,cube,2.4495,20.168,62.97,1,red,sphere,3.1652,3.573,103.66,1,red,cube
img/r02_allred_060.png,allred,2,60,3.9029,9.673,89.25,1,red,sphere,4.2716,4.476,101.55,1,red,cube,2.7803,12.918,81.39,1,red,sphere,4.0386,-9.015,133.18,1,red,cube
img/r02_allred_061.png,allred,2,61,2.4205,-5.774,125.5,1,red,sphere,4.8672,-22.096,166.19,1,red,cube,3.1729,20.303,62.62,1,red,sphere,1.4098,-33.539,200.48,1,red,cube
img/r02_allred_062.png,allred,2,62,6.3766,7.374,94.73,1,red,sphere,4.9061,4.002,102.66,1,red,cube,3.5517,3.42,104.02,1,red,sphere,5.9421,3.233,104.46,1,red,cube
img/r02_allred_063.png,allred,2,63,3.8088,-9.226,133.68,1,red,sphere,2.0133,25.602,48.04,1,red,cube,3.4849,-19.991,160.56,1,red,sphere,2.7226,14.416,77.69,1,red,cube
img/r02_allblue_000.png,allblue,2,0,4.9438,16.11,73.45,1,blue,sphere,2.584,-27.114,180.34,1,blue,cube,1.3738,23.759,53.24,1,blue,sphere,3.5282,-27.783,182.32,1,blue,cube
img/r02_allblue_001.png,allblue,2,1,2.804,-8.364,131.62,1,blue,sphere,1.9587,-27.658,181.95,1,blue,cube,3.0277,9.414,89.87,1,blue,sphere,1.8095,-10.409,136.52,1,blue,cube
img/r02_allblue_002.png,allblue,2,2,3.8845,27.825,41.55,1,blue,sphere,2.612,-16.721,152.1,1,blue,cube,3.1828,-6.514,127.24,1,blue,sphere,4.5426,9.198,90.39,1,blue,cube
img/r02_allblue_003.png,allblue,2,3,1.885,12.318,82.85,1,blue,sphere,6.3514,13.299,80.45,1,blue,cube,3.7193,15.279,75.54,1,blue,sphere,2.3197,-12.118,140.66,1,blue,cube
img/r02_allblue_004.png,allblue,2,4,5.8808,-11.291,138.65,1,blue,sphere,3.4229,-23.666,170.5,1,blue,cube,1.5644,1.683,108.08,1,blue,sphere,3.9563,-13.627,144.36,1,blue,cube
img/r02_allblue_005.png,allblue,2,5,1.875,25.782,47.53,1,blue,sphere,5.8795,22.908,55.59,1,blue,cube,3.9138,-14.342,146.13,1,blue,sphere,2.7612,-25.135,174.63,1,blue,cube
img/r02_allblue_006.png,allblue,2,6,6.2548,6.327,97.2,1,blue,sphere,5.0725,28.699,38.93,1,blue,cube,4.4045,23.191,54.82,1,blue,sphere,3.9121,25.278,48.97,1,blue,cube
img/r02_allblue_007.png,allblue,2,7,4.7632,28.852,38.46,1,blue,sphere,5.0006,2.362,106.49,1,blue,cube,6.2977,15.002,76.23,1,blue,sphere,2.4055,-15.91,150.05,1,blue,cube
img/r02_allblue_008.png,allblue,2,8,3.511,-3.891,121.08,1,blue,sphere,1.8308,-23.059,168.82,1,blue,cube,4.437,-11.966,140.29,1,blue,sphere,3.2491,-26.055,177.26,1,blue,cube
img/r02_allblue_009.png,allblue,2,9,3.7969,1.398,108.74,1,blue,sphere,2.2482,-23.421,169.82,1,blue,cube,5.6343,0.848,110.02,1,blue,sphere,5.1146,-6.618,127.49,1,blue,cube
img/r02_allblue_010.png,allblue,2,10,3.7677,20.067,63.24,1,blue,sphere,1.762,-33.42,200.08,1,blue,cube,2.0006,-12.576,141.78,1,blue,sphere,5.7706,-25.635,176.05,1,blue,cube
img/r02_allblue_011.png,allblue,2,11,2.7482,9.282,90.18,1,blue,sphere,6.1161,-6.026,126.09,1,blue,cube,3.258,-31.443,193.61,1,blue,sphere,3.0305,-19.228,158.55,1,blue,cube
img/r02_allblue_012.png,allblue,2,12,2.5833,-10.72,137.27,1,blue,sphere,5.0051,-17.862,155.01,1,blue,cube,4.9088,-29.925,188.83,1,blue,sphere,5.8238,-9.011,133.17,1,blue,cube
img/r02_allblue_013.png,allblue,2,13,5.3587,29.256,37.23,1,blue,sphere,6.206,-12.867,142.49,1,blue,cube,5.146,-2.821,118.58,1,blue,sphere,2.3204,15.105,75.97,1,blue,cube
img/r02_allblue_014.png,allblue,2,14,6.2884,-5.322,124.43,1,blue,sphere,4.9551,-24.832,173.76,1,blue,cube,1.5505,-8.651,132.31,1,blue,sphere,2.5652,-2.432,117.67,1,blue,cube
img/r02_allblue_015.png,allblue,2,15,6.464,32.91,25.62,1,blue,sphere,5.5504,-24.2,171.99,1,blue,cube,4.6414,-0.626,113.46,1,blue,sphere,2.0324,17.318,70.38,1,blue,cube
img/r02_allblue_016.png,allblue,2,16,2.6245,28.911,38.28,1,blue,sphere,1.6011,-12.848,142.44,1,blue,cube,1.5523,6.781,96.13,1,blue,sphere,2.6722,-0.427,113.0,1,blue,cube
img/r02_allblue_017.png,allblue,2,17,3.7801,21.08,60.55,1,blue,sphere,2.2658,-5.593,125.07,1,blue,cube,6.2593,22.592,56.46,1,blue,sphere,3.2679,-15.918,150.07,1,blue,cube
img/r02_allblue_018.png,allblue,2,18,1.7803,-7.482,129.53,1,blue,sphere,3.3785,9.797,88.95,1,blue,cube,5.9132,-23.001,168.66,1,blue,sphere,4.7371,-14.212,145.81,1,blue,cube
img/r02_allblue_019.png,allblue,2,19,3.2639,-3.29,119.67,1,blue,sphere,3.5381,-30.005,189.08,1,blue,cube,6.2392,21.033,60.68,1,blue,sphere,5.4491,7.842,93.62,1,blue,cube
img/r02_allblue_020.png,allblue,2,20,1.773,-0.532,113.24,1,blue,sphere,3.2513,28.386,39.87,1,blue,cube,3.481,-18.18,155.83,1,blue,sphere,2.2748,24.021,52.51,1,blue,cube
img/r02_allblue_021.png,allblue,2,21,2.3241,-5.65,125.21,1,blue,sphere,6.186,21.418,59.64,1,blue,cube,3.2871,24.646,50.76,1,blue,sphere,4.6899,-14.345,146.13,1,blue,cube
img/r02_allblue_022.png,allblue,2,22,3.2261,16.983,71.24,1,blue,sphere,1.5951,-1.357,115.16,1,blue,cube,2.4349,16.548,72.34,1,blue,sphere,5.4998,-11.83,139.96,1,blue,cube
img/r02_allblue_023.png,allblue,2,23,1.3823,-16.154,150.66,1,blue,sphere,6.4493,0.539,110.74,1,blue,cube,5.2792,30.144,34.49,1,blue,sphere,3.9386,-18.91,157.72,1,blue,cube
